X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm051697	5.89213553910171	4.27628988203858	287.817125759308	1.48658912211341e-64	5.19399373375204e-60	sp|P61205|ARF3_MOUSE ADP-ribosylation factor 3 OS=Mus musculus OX=10090 GN=Arf3 PE=2 SV=2	XP_024304740.1 ADP-ribosylation factor 3 isoform X1 [Homo sapiens]	gi|17136866|ref|NP_476955.1| ADP ribosylation factor at 79F, isoform B [Drosophila melanogaster]	XP_012935259.1 ADP-ribosylation factor [Aplysia californica]	XP_002732532.1 PREDICTED: ADP-ribosylation factor 1-like [Saccoglossus kowalevskii]	0
PladumEVm022248	4.47563137546974	4.68642743818982	280.584550999123	5.60031963753909e-63	9.78347839079892e-59	sp|A2A7Z8|ADCL3_MOUSE Arylacetamide deacetylase-like 3 OS=Mus musculus OX=10090 GN=Aadacl3 PE=3 SV=1	NP_065843.4 neutral cholesterol ester hydrolase 1 isoform b [Homo sapiens]	gi|17737817|ref|NP_524261.1| alpha-Esterase-7 [Drosophila melanogaster]	XP_005106265.2 arylacetamide deacetylase [Aplysia californica]	XP_002734727.1 PREDICTED: neutral cholesterol ester hydrolase 1-like [Saccoglossus kowalevskii]	8
PladumEVm016437	3.57826396218624	3.18213039686846	245.021286283465	3.16145582208167e-55	3.68193683225705e-51	tr|Q9WV19|Q9WV19_MOUSE Cytochrome P450, family 2, subfamily g, polypeptide 1 OS=Mus musculus OX=10090 GN=Cyp2g1 PE=2 SV=1	NP_000766.2 cytochrome P450 2J2 [Homo sapiens]	gi|24643092|ref|NP_728191.1| cytochrome P450-18a1, isoform A [Drosophila melanogaster]	XP_005112250.2 cytochrome P450 2H1 [Aplysia californica]	XP_002740465.1 PREDICTED: cytochrome P450 2U1-like [Saccoglossus kowalevskii]	0
PladumEVm005722	3.22479830021333	3.40469682401621	236.32175113775	2.49317807210072e-53	2.17772871652818e-49	sp|Q9JI39|ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1	XP_011542437.1 ATP-binding cassette sub-family B member 10, mitochondrial isoform X1 [Homo sapiens]	gi|23397593|ref|NP_569844.2| CG3156 [Drosophila melanogaster]	XP_035829335.1 ABC transporter B family member 25 [Aplysia californica]	XP_006815751.1 PREDICTED: ATP-binding cassette sub-family B member 9 [Saccoglossus kowalevskii]	0
PladumEVm013553	5.43195896372003	5.04975316666997	227.799952364081	1.79947622224821e-51	1.2574379945826e-47	sp|P23927|CRYAB_MOUSE Alpha-crystallin B chain OS=Mus musculus OX=10090 GN=Cryab PE=1 SV=2	NP_001355175.1 alpha-crystallin B chain isoform 2 [Homo sapiens]	gi|17737499|ref|NP_523827.1| lethal (2) essential for life, isoform A [Drosophila melanogaster]	.	XP_002732724.1 PREDICTED: trichohyalin-like [Saccoglossus kowalevskii]	4
PladumEVm017982	6.42780499073187	5.11473988422588	198.608118638962	4.20316795366204e-45	2.44757475221663e-41	.	.	.	.	.	0
PladumEVm040283	3.13192757834859	4.96132909642437	198.049227591721	5.5660140035208e-45	2.77815661812876e-41	sp|P97875|JDP2_MOUSE Jun dimerization protein 2 OS=Mus musculus OX=10090 GN=Jdp2 PE=1 SV=2	XP_016876461.1 jun dimerization protein 2 isoform X2 [Homo sapiens]	.	XP_012935234.1 uncharacterized protein LOC106011146 [Aplysia californica]	XP_006824836.1 PREDICTED: cyclic AMP-dependent transcription factor ATF-3-like [Saccoglossus kowalevskii]	8
PladumEVm018416	3.02784349599546	3.66263905188616	197.397943841633	7.72106075187507e-45	3.37207677012204e-41	sp|Q8CHQ0|FBX4_MOUSE F-box only protein 4 OS=Mus musculus OX=10090 GN=Fbxo4 PE=1 SV=2	NP_036308.1 F-box only protein 4 isoform 1 [Homo sapiens]	gi|21358451|ref|NP_651696.1| CG2010, isoform B [Drosophila melanogaster]	XP_005092137.1 F-box only protein 4 [Aplysia californica]	XP_006812266.1 PREDICTED: F-box only protein 4-like [Saccoglossus kowalevskii]	0
PladumEVm026805	-3.26184151375915	4.2499069659854	196.135899445114	1.45581230255565e-44	5.65162511544352e-41	sp|Q8VIF2|PRS42_MOUSE Serine protease 42 OS=Mus musculus OX=10090 GN=Prss42 PE=1 SV=1	NP_004123.1 hyaluronan-binding protein 2 isoform 1 preproprotein [Homo sapiens]	gi|386765841|ref|NP_001247121.1| uncharacterized protein Dmel_CG43335 [Drosophila melanogaster]	XP_005103818.1 plasma kallikrein [Aplysia californica]	XP_006819257.1 PREDICTED: CUB and sushi domain-containing protein 1-like [Saccoglossus kowalevskii]	2
PladumEVm028923	3.72341399077126	4.21334752300027	191.878035758342	1.23710549473272e-43	4.32232288804666e-40	sp|Q9DC53|CPNE8_MOUSE Copine-8 OS=Mus musculus OX=10090 GN=Cpne8 PE=2 SV=3	XP_016874341.1 copine-8 isoform X1 [Homo sapiens]	.	XP_005111310.2 copine family protein 1 [Aplysia californica]	XP_002737345.1 PREDICTED: copine family protein 2-like [Saccoglossus kowalevskii]	8
